Freq.	1/(1-1/(2*(I(Vi)@1*V(x)@2-V(x)@1*I(Vi)@2)+V(x)@1+I(Vi)@2))
1.09144033644875e+001	(8.24901045622239e+001dB,9.20524362821312e+001°)
1.09395636627209e+001	(8.24694448600118e+001dB,9.20402608625847e+001°)
1.09647819614318e+001	(8.24487832772319e+001dB,9.20281178470027e+001°)
1.09900583943252e+001	(8.24281198206887e+001dB,9.20160072682191e+001°)
1.10153930954141e+001	(8.24074544986725e+001dB,9.20039291122278e+001°)
1.10407861990207e+001	(8.23867873178430e+001dB,9.19918833428140e+001°)
1.10662378397766e+001	(8.23661182866203e+001dB,9.19798699835013e+001°)
1.10917481526240e+001	(8.23454474111904e+001dB,9.19678890295449e+001°)
1.11173172728159e+001	(8.23247746993758e+001dB,9.19559404493118e+001°)
1.11429453359173e+001	(8.23041001590292e+001dB,9.19440242607428e+001°)
1.11686324778056e+001	(8.22834237971698e+001dB,9.19321404590416e+001°)
1.11943788346715e+001	(8.22627456225744e+001dB,9.19202890310636e+001°)
1.12201845430196e+001	(8.22420656409370e+001dB,9.19084699632390e+001°)
1.12460497396692e+001	(8.22213838616617e+001dB,9.18966832677314e+001°)
1.12719745617551e+001	(8.22007002921945e+001dB,9.18849289187280e+001°)
1.12979591467279e+001	(8.21800149387943e+001dB,9.18732069309399e+001°)
1.13240036323555e+001	(8.21593278112887e+001dB,9.18615172839203e+001°)
1.13501081567231e+001	(8.21386389161500e+001dB,9.18498599805842e+001°)
1.13762728582343e+001	(8.21179482612828e+001dB,9.18382350083217e+001°)
1.14024978756117e+001	(8.20972558550084e+001dB,9.18266423618085e+001°)
1.14287833478977e+001	(8.20765617044859e+001dB,9.18150820514775e+001°)
1.14551294144553e+001	(8.20558658185681e+001dB,9.18035540584457e+001°)
1.14815362149688e+001	(8.20351682042612e+001dB,9.17920583621182e+001°)
1.15080038894443e+001	(8.20144688711241e+001dB,9.17805949725760e+001°)
1.15345325782109e+001	(8.19937678254875e+001dB,9.17691638982763e+001°)
1.15611224219210e+001	(8.19730650758845e+001dB,9.17577651058074e+001°)
1.15877735615512e+001	(8.19523606310578e+001dB,9.17463985872258e+001°)
1.16144861384034e+001	(8.19316544987674e+001dB,9.17350643709590e+001°)
1.16412602941049e+001	(8.19109466864190e+001dB,9.17237624188821e+001°)
1.16680961706096e+001	(8.18902372027597e+001dB,9.17124927424721e+001°)
1.16949939101987e+001	(8.18695260560511e+001dB,9.17012553222976e+001°)
1.17219536554813e+001	(8.18488132551284e+001dB,9.16900501550452e+001°)
1.17489755493953e+001	(8.18280988075075e+001dB,9.16788772348917e+001°)
1.17760597352080e+001	(8.18073827214685e+001dB,9.16677365481384e+001°)
1.18032063565173e+001	(8.17866650059188e+001dB,9.16566281162675e+001°)
1.18304155572516e+001	(8.17659456684225e+001dB,9.16455519173149e+001°)
1.18576874816716e+001	(8.17452247190280e+001dB,9.16345079106065e+001°)
1.18850222743701e+001	(8.17245021643123e+001dB,9.16234961429614e+001°)
1.19124200802737e+001	(8.17037780136858e+001dB,9.16125165834470e+001°)
1.19398810446427e+001	(8.16830522750221e+001dB,9.16015692129309e+001°)
1.19674053130724e+001	(8.16623249580895e+001dB,9.15906540308923e+001°)
1.19949930314937e+001	(8.16415960698184e+001dB,9.15797710534070e+001°)
1.20226443461741e+001	(8.16208656210188e+001dB,9.15689202443832e+001°)
1.20503594037179e+001	(8.16001336173388e+001dB,9.15581016028319e+001°)
1.20781383510678e+001	(8.15794000705363e+001dB,9.15473151293669e+001°)
1.21059813355048e+001	(8.15586649871526e+001dB,9.15365608000933e+001°)
1.21338885046497e+001	(8.15379283773805e+001dB,9.15258386300037e+001°)
1.21618600064636e+001	(8.15171902488878e+001dB,9.15151486127675e+001°)
1.21898959892486e+001	(8.14964506106399e+001dB,9.15044907068374e+001°)
1.22179966016487e+001	(8.14757094711010e+001dB,9.14938649358564e+001°)
1.22461619926504e+001	(8.14549668411170e+001dB,9.14832712759703e+001°)
1.22743923115840e+001	(8.14342227270290e+001dB,9.14727097295190e+001°)
1.23026877081238e+001	(8.14134771396853e+001dB,9.14621802748919e+001°)
1.23310483322890e+001	(8.13927300867217e+001dB,9.14516829158490e+001°)
1.23594743344450e+001	(8.13719815779180e+001dB,9.14412176336801e+001°)
1.23879658653036e+001	(8.13512316219170e+001dB,9.14307844342020e+001°)
1.24165230759240e+001	(8.13304802274875e+001dB,9.14203832956118e+001°)
1.24451461177138e+001	(8.13097274045965e+001dB,9.14100142141192e+001°)
1.24738351424294e+001	(8.12889731617646e+001dB,9.13996771658028e+001°)
1.25025903021771e+001	(8.12682175073036e+001dB,9.13893721749416e+001°)
1.25314117494141e+001	(8.12474604528736e+001dB,9.13790991939746e+001°)
1.25602996369487e+001	(8.12267020053127e+001dB,9.13688582362788e+001°)
1.25892541179416e+001	(8.12059421738293e+001dB,9.13586492815476e+001°)
1.26182753459066e+001	(8.11851809687312e+001dB,9.13484723362235e+001°)
1.26473634747114e+001	(8.11644183992442e+001dB,9.13383273715755e+001°)
1.26765186585784e+001	(8.11436544746223e+001dB,9.13282143912112e+001°)
1.27057410520853e+001	(8.11228892030117e+001dB,9.13181333764989e+001°)
1.27350308101665e+001	(8.11021225949082e+001dB,9.13080843127831e+001°)
1.27643880881134e+001	(8.10813546591562e+001dB,9.12980671982393e+001°)
1.27938130415752e+001	(8.10605854061293e+001dB,9.12880820224864e+001°)
1.28233058265601e+001	(8.10398148448287e+001dB,9.12781287689778e+001°)
1.28528665994361e+001	(8.10190429838308e+001dB,9.12682074296693e+001°)
1.28824955169313e+001	(8.09982698339002e+001dB,9.12583179924478e+001°)
1.29121927361353e+001	(8.09774954033418e+001dB,9.12484604423524e+001°)
1.29419584144998e+001	(8.09567197023829e+001dB,9.12386347807092e+001°)
1.29717927098395e+001	(8.09359427408683e+001dB,9.12288409757044e+001°)
1.30016957803328e+001	(8.09151645277436e+001dB,9.12190790407541e+001°)
1.30316677845229e+001	(8.08943850736696e+001dB,9.12093489351696e+001°)
1.30617088813183e+001	(8.08736043867177e+001dB,9.11996506664995e+001°)
1.30918192299940e+001	(8.08528224774865e+001dB,9.11899842215971e+001°)
1.31219989901920e+001	(8.08320393556917e+001dB,9.11803495768943e+001°)
1.31522483219223e+001	(8.08112550313392e+001dB,9.11707467285825e+001°)
1.31825673855640e+001	(8.07904695132345e+001dB,9.11611756570530e+001°)
1.32129563418657e+001	(8.07696828116757e+001dB,9.11516363580328e+001°)
1.32434153519466e+001	(8.07488949368441e+001dB,9.11421288217923e+001°)
1.32739445772973e+001	(8.07281058981730e+001dB,9.11326530180433e+001°)
1.33045441797808e+001	(8.07073157053286e+001dB,9.11232089464215e+001°)
1.33352143216332e+001	(8.06865243683760e+001dB,9.11137965778954e+001°)
1.33659551654643e+001	(8.06657318980580e+001dB,9.11044159138025e+001°)
1.33967668742593e+001	(8.06449383028772e+001dB,9.10950669379676e+001°)
1.34276496113785e+001	(8.06241435932882e+001dB,9.10857496331654e+001°)
1.34586035405594e+001	(8.06033477792474e+001dB,9.10764639746817e+001°)
1.34896288259164e+001	(8.05825508707828e+001dB,9.10672099575513e+001°)
1.35207256319427e+001	(8.05617528783204e+001dB,9.10579875810203e+001°)
1.35518941235103e+001	(8.05409538113149e+001dB,9.10487967995742e+001°)
1.35831344658714e+001	(8.05201536798889e+001dB,9.10396376209404e+001°)
1.36144468246594e+001	(8.04993524939692e+001dB,9.10305100194950e+001°)
1.36458313658891e+001	(8.04785502644437e+001dB,9.10214139842562e+001°)
1.36772882559584e+001	(8.04577470009993e+001dB,9.10123495055751e+001°)
1.37088176616484e+001	(8.04369427132507e+001dB,9.10033165304279e+001°)
1.37404197501251e+001	(8.04161374114352e+001dB,9.09943150936946e+001°)
1.37720946889394e+001	(8.03953311063749e+001dB,9.09853451406549e+001°)
1.38038426460287e+001	(8.03745238079240e+001dB,9.09764066859672e+001°)
1.38356637897177e+001	(8.03537155262636e+001dB,9.09674996819149e+001°)
1.38675582887188e+001	(8.03329062715376e+001dB,9.09586241209109e+001°)
1.38995263121334e+001	(8.03120960540124e+001dB,9.09497800003456e+001°)
1.39315680294529e+001	(8.02912848844848e+001dB,9.09409672877004e+001°)
1.39636836105593e+001	(8.02704727735056e+001dB,9.09321859668908e+001°)
1.39958732257261e+001	(8.02496597290091e+001dB,9.09234360139851e+001°)
1.40281370456195e+001	(8.02288457629094e+001dB,9.09147174216451e+001°)
1.40604752412990e+001	(8.02080308866510e+001dB,9.09060301744678e+001°)
1.40928879842186e+001	(8.01872151090405e+001dB,9.08973742355956e+001°)
1.41253754462274e+001	(8.01663984412182e+001dB,9.08887496044278e+001°)
1.41579377995707e+001	(8.01455808936296e+001dB,9.08801562388837e+001°)
1.41905752168908e+001	(8.01247624754063e+001dB,9.08715941427063e+001°)
1.42232878712281e+001	(8.01039431985326e+001dB,9.08630632791857e+001°)
1.42560759360218e+001	(8.00831230724194e+001dB,9.08545636475292e+001°)
1.42889395851109e+001	(8.00623021080660e+001dB,9.08460952067232e+001°)
1.43218789927353e+001	(8.00414803156045e+001dB,9.08376579499189e+001°)
1.43548943335364e+001	(8.00206577063537e+001dB,9.08292518496355e+001°)
1.43879857825583e+001	(7.99998342893549e+001dB,9.08208768854091e+001°)
1.44211535152486e+001	(7.99790100766169e+001dB,9.08125330291026e+001°)
1.44543977074592e+001	(7.99581850772711e+001dB,9.08042202847093e+001°)
1.44877185354475e+001	(7.99373593025256e+001dB,9.07959386016491e+001°)
1.45211161758773e+001	(7.99165327632923e+001dB,9.07876879651732e+001°)
1.45545908058195e+001	(7.98957054689228e+001dB,9.07794683641413e+001°)
1.45881426027534e+001	(7.98748774311837e+001dB,9.07712797486946e+001°)
1.46217717445671e+001	(7.98540486605805e+001dB,9.07631221382330e+001°)
1.46554784095590e+001	(7.98332191673191e+001dB,9.07549954765136e+001°)
1.46892627764385e+001	(7.98123889617361e+001dB,9.07468997542416e+001°)
1.47231250243271e+001	(7.97915580546655e+001dB,9.07388349404681e+001°)
1.47570653327588e+001	(7.97707264573583e+001dB,9.07308010104726e+001°)
1.47910838816819e+001	(7.97498941795332e+001dB,9.07227979540526e+001°)
1.48251808514594e+001	(7.97290612323391e+001dB,9.07148257303378e+001°)
1.48593564228699e+001	(7.97082276260441e+001dB,9.07068843208639e+001°)
1.48936107771090e+001	(7.96873933718926e+001dB,9.06989737022091e+001°)
1.49279440957898e+001	(7.96665584800111e+001dB,9.06910938511465e+001°)
1.49623565609442e+001	(7.96457229615019e+001dB,9.06832447303953e+001°)
1.49968483550236e+001	(7.96248868263079e+001dB,9.06754263345567e+001°)
1.50314196609001e+001	(7.96040500865635e+001dB,9.06676386198518e+001°)
1.50660706618673e+001	(7.95832127512769e+001dB,9.06598815700163e+001°)
1.51008015416413e+001	(7.95623748317168e+001dB,9.06521551481155e+001°)
1.51356124843619e+001	(7.95415363392321e+001dB,9.06444593397057e+001°)
1.51705036745932e+001	(7.95206972835712e+001dB,9.06367941087354e+001°)
1.52054752973248e+001	(7.94998576770091e+001dB,9.06291594361816e+001°)
1.52405275379728e+001	(7.94790175286370e+001dB,9.06215552723368e+001°)
1.52756605823806e+001	(7.94581768499166e+001dB,9.06139816218514e+001°)
1.53108746168202e+001	(7.94373356512924e+001dB,9.06064384427870e+001°)
1.53461698279928e+001	(7.94164939436116e+001dB,9.05989257044941e+001°)
1.53815464030302e+001	(7.93956517379106e+001dB,9.05914433741687e+001°)
1.54170045294954e+001	(7.93748090443360e+001dB,9.05839914259196e+001°)
1.54525443953840e+001	(7.93539658746647e+001dB,9.05765698335316e+001°)
1.54881661891247e+001	(7.93331222384221e+001dB,9.05691785746861e+001°)
1.55238700995807e+001	(7.93122781469022e+001dB,9.05618175930956e+001°)
1.55596563160506e+001	(7.92914336119667e+001dB,9.05544868934571e+001°)
1.55955250282694e+001	(7.92705886420237e+001dB,9.05471864184551e+001°)
1.56314764264094e+001	(7.92497432496059e+001dB,9.05399161561814e+001°)
1.56675107010813e+001	(7.92288974446253e+001dB,9.05326760596487e+001°)
1.57036280433354e+001	(7.92080512391339e+001dB,9.05254661042982e+001°)
1.57398286446620e+001	(7.91872046424129e+001dB,9.05182862670384e+001°)
1.57761126969933e+001	(7.91663576658168e+001dB,9.05111364980867e+001°)
1.58124803927037e+001	(7.91455103201881e+001dB,9.05040167783227e+001°)
1.58489319246110e+001	(7.91246626156832e+001dB,9.04969270752011e+001°)
1.58854674859776e+001	(7.91038145640629e+001dB,9.04898673575005e+001°)
1.59220872705115e+001	(7.90829661753950e+001dB,9.04828375811519e+001°)
1.59587914723672e+001	(7.90621174610405e+001dB,9.04758377307881e+001°)
1.59955802861465e+001	(7.90412684310406e+001dB,9.04688677596684e+001°)
1.60324539069002e+001	(7.90204190962922e+001dB,9.04619276281339e+001°)
1.60694125301286e+001	(7.89995694680128e+001dB,9.04550173203859e+001°)
1.61064563517825e+001	(7.89787195562262e+001dB,9.04481367842830e+001°)
1.61435855682647e+001	(7.89578693721888e+001dB,9.04412860044594e+001°)
1.61808003764305e+001	(7.89370189264599e+001dB,9.04344649252347e+001°)
1.62181009735891e+001	(7.89161682299607e+001dB,9.04276735318941e+001°)
1.62554875575047e+001	(7.88953172932618e+001dB,9.04209117683787e+001°)
1.62929603263970e+001	(7.88744661269475e+001dB,9.04141796132373e+001°)
1.63305194789432e+001	(7.88536147419443e+001dB,9.04074770339604e+001°)
1.63681652142779e+001	(7.88327631490668e+001dB,9.04008039784129e+001°)
1.64058977319952e+001	(7.88119113586291e+001dB,9.03941604201012e+001°)
1.64437172321491e+001	(7.87910593816611e+001dB,9.03875463189571e+001°)
1.64816239152549e+001	(7.87702072283485e+001dB,9.03809616499190e+001°)
1.65196179822900e+001	(7.87493549104214e+001dB,9.03744063532829e+001°)
1.65576996346951e+001	(7.87285024372592e+001dB,9.03678804130856e+001°)
1.65958690743754e+001	(7.87076498204198e+001dB,9.03613837761933e+001°)
1.66341265037015e+001	(7.86867970703247e+001dB,9.03549164072901e+001°)
1.66724721255104e+001	(7.86659441974653e+001dB,9.03484782749678e+001°)
1.67109061431069e+001	(7.86450912124284e+001dB,9.03420693336103e+001°)
1.67494287602642e+001	(7.86242381262806e+001dB,9.03356895397570e+001°)
1.67880401812254e+001	(7.86033849492015e+001dB,9.03293388683802e+001°)
1.68267406107045e+001	(7.85825316917212e+001dB,9.03230172733764e+001°)
1.68655302538872e+001	(7.85616783648815e+001dB,9.03167247127256e+001°)
1.69044093164324e+001	(7.85408249790035e+001dB,9.03104611414055e+001°)
1.69433780044731e+001	(7.85199715443358e+001dB,9.03042265307648e+001°)
1.69824365246172e+001	(7.84991180720670e+001dB,9.02980208261895e+001°)
1.70215850839493e+001	(7.84782645722686e+001dB,9.02918440011573e+001°)
1.70608238900310e+001	(7.84574110556775e+001dB,9.02856959926232e+001°)
1.71001531509027e+001	(7.84365575325884e+001dB,9.02795767898325e+001°)
1.71395730750841e+001	(7.84157040136812e+001dB,9.02734863231516e+001°)
1.71790838715757e+001	(7.83948505100350e+001dB,9.02674245652402e+001°)
1.72186857498599e+001	(7.83739970306337e+001dB,9.02613914689605e+001°)
1.72583789199018e+001	(7.83531435874182e+001dB,9.02553869912389e+001°)
1.72981635921508e+001	(7.83322901898204e+001dB,9.02494110981011e+001°)
1.73380399775412e+001	(7.83114368487599e+001dB,9.02434637322106e+001°)
1.73780082874935e+001	(7.82905835743480e+001dB,9.02375448524752e+001°)
1.74180687339159e+001	(7.82697303773821e+001dB,9.02316544223240e+001°)
1.74582215292048e+001	(7.82488772681987e+001dB,9.02257923928771e+001°)
1.74984668862464e+001	(7.82280242566488e+001dB,9.02199587261252e+001°)
1.75388050184174e+001	(7.82071713533651e+001dB,9.02141533625403e+001°)
1.75792361395867e+001	(7.81863185691494e+001dB,9.02083762632351e+001°)
1.76197604641161e+001	(7.81654659136926e+001dB,9.02026273909393e+001°)
1.76603782068614e+001	(7.81446133975506e+001dB,9.01969066990331e+001°)
1.77010895831740e+001	(7.81237610302888e+001dB,9.01912141353053e+001°)
1.77418948089014e+001	(7.81029088233548e+001dB,9.01855496521061e+001°)
1.77827941003890e+001	(7.80820567861211e+001dB,9.01799132152843e+001°)
1.78237876744807e+001	(7.80612049291908e+001dB,9.01743047616591e+001°)
1.78648757485203e+001	(7.80403532624076e+001dB,9.01687242574999e+001°)
1.79060585403527e+001	(7.80195017959823e+001dB,9.01631716476570e+001°)
1.79473362683250e+001	(7.79986505405301e+001dB,9.01576468896654e+001°)
1.79887091512877e+001	(7.79777995058010e+001dB,9.01521499342167e+001°)
1.80301774085955e+001	(7.79569487018292e+001dB,9.01466807298876e+001°)
1.80717412601090e+001	(7.79360981387807e+001dB,9.01412392286797e+001°)
1.81134009261958e+001	(7.79152478271131e+001dB,9.01358253970890e+001°)
1.81551566277311e+001	(7.78943977759220e+001dB,9.01304391657887e+001°)
1.81970085860996e+001	(7.78735479961887e+001dB,9.01250804911609e+001°)
1.82389570231961e+001	(7.78526984970841e+001dB,9.01197493301931e+001°)
1.82810021614272e+001	(7.78318492892828e+001dB,9.01144456279315e+001°)
1.83231442237119e+001	(7.78110003823905e+001dB,9.01091693311336e+001°)
1.83653834334832e+001	(7.77901517860611e+001dB,9.01039204158849e+001°)
1.84077200146893e+001	(7.77693035107352e+001dB,9.00986987898322e+001°)
1.84501541917945e+001	(7.77484555658855e+001dB,9.00935044285563e+001°)
1.84926861897805e+001	(7.77276079613947e+001dB,9.00883372805626e+001°)
1.85353162341479e+001	(7.77067607072913e+001dB,9.00831972801058e+001°)
1.85780445509167e+001	(7.76859138128515e+001dB,9.00780843970608e+001°)
1.86208713666284e+001	(7.76650672884511e+001dB,9.00729985633948e+001°)
1.86637969083464e+001	(7.76442211434684e+001dB,9.00679397320924e+001°)
1.87068214036578e+001	(7.76233753877992e+001dB,9.00629078497264e+001°)
1.87499450806739e+001	(7.76025300309966e+001dB,9.00579028725527e+001°)
1.87931681680324e+001	(7.75816850824333e+001dB,9.00529247311485e+001°)
1.88364908948977e+001	(7.75608405523888e+001dB,9.00479733947121e+001°)
1.88799134909627e+001	(7.75399964500913e+001dB,9.00430487875876e+001°)
1.89234361864495e+001	(7.75191527848790e+001dB,9.00381508671617e+001°)
1.89670592121112e+001	(7.74983095662929e+001dB,9.00332795825489e+001°)
1.90107827992327e+001	(7.74774668041251e+001dB,9.00284348769736e+001°)
1.90546071796322e+001	(7.74566245080062e+001dB,9.00236166860358e+001°)
1.90985325856621e+001	(7.74357826869535e+001dB,9.00188249798488e+001°)
1.91425592502106e+001	(7.74149413501325e+001dB,9.00140596765643e+001°)
1.91866874067026e+001	(7.73941005081138e+001dB,9.00093207406352e+001°)
1.92309172891013e+001	(7.73732601690921e+001dB,9.00046081090140e+001°)
1.92752491319091e+001	(7.73524203426558e+001dB,8.99999217331332e+001°)
1.93196831701690e+001	(7.73315810380644e+001dB,8.99952615534194e+001°)
1.93642196394658e+001	(7.73107422651745e+001dB,8.99906274990977e+001°)
1.94088587759275e+001	(7.72899040326803e+001dB,8.99860195337727e+001°)
1.94536008162263e+001	(7.72690663492854e+001dB,8.99814376007639e+001°)
1.94984459975802e+001	(7.72482292253658e+001dB,8.99768816341413e+001°)
1.95433945577537e+001	(7.72273926690688e+001dB,8.99723515812648e+001°)
1.95884467350596e+001	(7.72065566897681e+001dB,8.99678473852791e+001°)
1.96336027683602e+001	(7.71857212964875e+001dB,8.99633689857204e+001°)
1.96788628970682e+001	(7.71648864984056e+001dB,8.99589163396242e+001°)
1.97242273611483e+001	(7.71440523043675e+001dB,8.99544893666049e+001°)
1.97696964011183e+001	(7.71232187236711e+001dB,8.99500880224277e+001°)
1.98152702580507e+001	(7.71023857641950e+001dB,8.99457122507885e+001°)
1.98609491735734e+001	(7.70815534361697e+001dB,8.99413619932549e+001°)
1.99067333898716e+001	(7.70607217478753e+001dB,8.99370371770734e+001°)
1.99526231496885e+001	(7.70398907075030e+001dB,8.99327377608443e+001°)
1.99986186963271e+001	(7.70190603248653e+001dB,8.99284636847136e+001°)
2.00447202736513e+001	(7.69982306083604e+001dB,8.99242148786756e+001°)
2.00909281260870e+001	(7.69774015663342e+001dB,8.99199912925107e+001°)
2.01372424986236e+001	(7.69565732079643e+001dB,8.99157928608145e+001°)
2.01836636368153e+001	(7.69357455415213e+001dB,8.99116195328772e+001°)
2.02301917867824e+001	(7.69149185756430e+001dB,8.99074712336111e+001°)
2.02768271952125e+001	(7.68940923190786e+001dB,8.99033479144271e+001°)
2.03235701093619e+001	(7.68732667799625e+001dB,8.98992495191086e+001°)
2.03704207770569e+001	(7.68524419673889e+001dB,8.98951759706920e+001°)
2.04173794466950e+001	(7.68316178892876e+001dB,8.98911272305281e+001°)
2.04644463672464e+001	(7.68107945541757e+001dB,8.98871032170821e+001°)
2.05116217882553e+001	(7.67899719707826e+001dB,8.98831038829364e+001°)
2.05589059598411e+001	(7.67691501468493e+001dB,8.98791291611630e+001°)
2.06062991326997e+001	(7.67483290908101e+001dB,8.98751789882849e+001°)
2.06538015581050e+001	(7.67275088112947e+001dB,8.98712533112238e+001°)
2.07014134879101e+001	(7.67066893160561e+001dB,8.98673520527544e+001°)
2.07491351745488e+001	(7.66858706137554e+001dB,8.98634751701426e+001°)
2.07969668710366e+001	(7.66650527121856e+001dB,8.98596225883365e+001°)
2.08449088309726e+001	(7.66442356194267e+001dB,8.98557942486197e+001°)
2.08929613085401e+001	(7.66234193437092e+001dB,8.98519900894877e+001°)
2.09411245585086e+001	(7.66026038930914e+001dB,8.98482100500437e+001°)
2.09893988362349e+001	(7.65817892751506e+001dB,8.98444540634740e+001°)
2.10377843976644e+001	(7.65609754982862e+001dB,8.98407220620640e+001°)
2.10862814993326e+001	(7.65401625698847e+001dB,8.98370139995377e+001°)
2.11348903983661e+001	(7.65193504982543e+001dB,8.98333297975916e+001°)
2.11836113524847e+001	(7.64985392911244e+001dB,8.98296693932331e+001°)
2.12324446200019e+001	(7.64777289563151e+001dB,8.98260327218372e+001°)
2.12813904598268e+001	(7.64569195011419e+001dB,8.98224197334659e+001°)
2.13304491314654e+001	(7.64361109339010e+001dB,8.98188303525712e+001°)
2.13796208950220e+001	(7.64153032616350e+001dB,8.98152645211226e+001°)
2.14289060112002e+001	(7.63944964920234e+001dB,8.98117221673222e+001°)
2.14783047413050e+001	(7.63736906328616e+001dB,8.98082032261442e+001°)
2.15278173472434e+001	(7.63528856918768e+001dB,8.98047076425611e+001°)
2.15774440915263e+001	(7.63320816762809e+001dB,8.98012353462077e+001°)
2.16271852372698e+001	(7.63112785932246e+001dB,8.97977862755169e+001°)
2.16770410481966e+001	(7.62904764500276e+001dB,8.97943603524615e+001°)
2.17270117886371e+001	(7.62696752549084e+001dB,8.97909575323749e+001°)
2.17770977235312e+001	(7.62488750145079e+001dB,8.97875777290196e+001°)
2.18272991184297e+001	(7.62280757363448e+001dB,8.97842208981353e+001°)
2.18776162394952e+001	(7.62072774272319e+001dB,8.97808869571099e+001°)
2.19280493535041e+001	(7.61864800945797e+001dB,8.97775758511404e+001°)
2.19785987278479e+001	(7.61656837457332e+001dB,8.97742875011685e+001°)
2.20292646305342e+001	(7.61448883871879e+001dB,8.97710218563085e+001°)
2.20800473301886e+001	(7.61240940265367e+001dB,8.97677788477404e+001°)
2.21309470960560e+001	(7.61033006705811e+001dB,8.97645584023770e+001°)
2.21819641980018e+001	(7.60825083261787e+001dB,8.97613604530250e+001°)
2.22330989065137e+001	(7.60617170003535e+001dB,8.97581849383530e+001°)
2.22843514927027e+001	(7.60409266998742e+001dB,8.97550317960196e+001°)
2.23357222283049e+001	(7.60201374316340e+001dB,8.97519009475098e+001°)
2.23872113856830e+001	(7.59993492021557e+001dB,8.97487923340217e+001°)
2.24388192378273e+001	(7.59785620185844e+001dB,8.97457058855764e+001°)
2.24905460583574e+001	(7.59577758874997e+001dB,8.97426415445118e+001°)
2.25423921215239e+001	(7.59369908152064e+001dB,8.97395992279146e+001°)
2.25943577022094e+001	(7.59162068084316e+001dB,8.97365788722241e+001°)
2.26464430759302e+001	(7.58954238740507e+001dB,8.97335804193696e+001°)
2.26986485188378e+001	(7.58746420179595e+001dB,8.97306037952583e+001°)
2.27509743077203e+001	(7.58538612474792e+001dB,8.97276489327069e+001°)
2.28034207200038e+001	(7.58330815678127e+001dB,8.97247157741468e+001°)
2.28559880337539e+001	(7.58123029864257e+001dB,8.97218042285226e+001°)
2.29086765276773e+001	(7.57915255089459e+001dB,8.97189142517180e+001°)
2.29614864811232e+001	(7.57707491421019e+001dB,8.97160457621730e+001°)
2.30144181740847e+001	(7.57499738915804e+001dB,8.97131987000130e+001°)
2.30674718872003e+001	(7.57291997638806e+001dB,8.97103729887619e+001°)
